TOTAL_QUANTITY,PRACTICE_CODE,ITEMS,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_CHAPTER_PLUS_CODE,POSTCODE,YEAR_MONTH,NIC,ADQUSAGE,PRACTICE_NAME,ACTUAL_COST,BNF_DESCRIPTION,QUANTITY,PRACTICE_LATITUDE,PRACTICE_LONGITUDE
1176,F84079,7,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Jul,33.18,392,THE WAPPING GROUP PRACTICE,31.16981,Metformin 500mg tablets,168,51.50533401,-0.058222367
112,F84012,1,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Jul,12.8,56,ALBION HEALTH CENTRE,12.00344,Metformin 750mg modified-release tablets,112,51.51994993,-0.057492667
112,F84039,16,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Jul,4.48,74.66667,GOODMAN'S FIELD HEALTH CENTRE,5.99526,Metformin 1g modified-release tablets,7,51.5130236,-0.0687569
266,F84051,38,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Jul,7.6,88.66667,STROUTS PLACE MEDICAL CENTRE,11.39088,Metformin 500mg tablets,7,51.52948,-0.0741499
672,F84044,2,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,18.96,224,HARLEY GROVE MEDICAL CTR.,17.78652,Metformin 500mg tablets,336,51.5285212,-0.0288617
56,F84030,1,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Jul,1.66,18.66667,RUSTON STREET CLINIC,1.56749,Metformin 500mg modified-release tablets,56,51.5363018,-0.027021075
56,F84698,8,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Jul,1.6,18.66667,ABERFELDY PRACTICE,2.39808,Metformin 500mg tablets,7,51.51448982,-0.004900067
28,F84656,4,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Jul,2,18.66667,DOCKLANDS MEDICAL CENTRE,2.3232,Sukkarto SR 1000mg tablets,7,51.4911493,-0.0211539
168,F84079,3,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Jul,4.98,56,THE WAPPING GROUP PRACTICE,4.70246,Metformin 500mg modified-release tablets,56,51.50533401,-0.058222367
336,F84081,1,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Jul,9.96,112,THE SPITALFIELDS PRACTICE,9.34292,Metformin 500mg modified-release tablets,336,51.5173976,-0.0696235
336,F84123,1,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Jul,9.48,112,SUTTONS WHARF HEALTH CENTRE,8.89326,Metformin 500mg tablets,336,51.5291892,-0.0417677
1932,F84016,69,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Jul,57.27,644,THE MISSION PRACTICE,61.40612,Metformin 500mg modified-release tablets,28,51.53137,-0.05648
2800,F84714,25,Metformin hydrochloride,06: Endocrine System,E14 7LJ,23-Jul,83,933.33333,ST.PAUL'S WAY MEDICAL CTR,78.06437,Metformin 500mg modified-release tablets,112,51.51800955,-0.02460595
84,F84747,1,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Jul,3.72,28,THE BARKANTINE PRACTICE,3.59729,Sukkarto SR 500mg tablets,84,51.50071373,-0.025713573
70,F84031,5,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Jul,8,46.66667,THE JUBILEE STREET PRACTICE LTD,8.0564,Glucophage SR 1000mg tablets,14,51.5135999,-0.05055
168,F84044,3,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,4.98,56,HARLEY GROVE MEDICAL CTR.,4.70246,Metformin 500mg modified-release tablets,56,51.5285212,-0.0288617
1624,F84044,29,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,45.82,541.33333,HARLEY GROVE MEDICAL CTR.,43.28376,Metformin 500mg tablets,56,51.5285212,-0.0288617
120,F84034,1,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,3.39,40,ST.STEPHENS HEALTH CENTRE,3.28815,Metformin 500mg tablets,120,51.5321726,-0.03100495
13440,F84054,40,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Jul,379.2,4480,THE LIMEHOUSE PRACTICE,355.73043,Metformin 500mg tablets,336,51.5112472,-0.0287506
2576,F84054,23,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Jul,72.68,858.66667,THE LIMEHOUSE PRACTICE,68.3718,Metformin 500mg tablets,112,51.5112472,-0.0287506
49,F84081,7,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Jul,1.47,16.33333,THE SPITALFIELDS PRACTICE,2.1639,Metformin 500mg modified-release tablets,7,51.5173976,-0.0696235
1736,F84718,124,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Jul,49.6,578.66667,THE BLITHEHALE MED.CTR.,60.40286,Metformin 500mg tablets,14,51.52377,-0.0651999
168,F84118,1,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Jul,4.74,56,WELLINGTON WAY HEALTH CENTRE,4.45283,Metformin 500mg tablets,168,51.52589465,-0.02501745
252,F84034,1,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,5.63,142.8,ST.STEPHENS HEALTH CENTRE,5.38658,Metformin 850mg tablets,252,51.5321726,-0.03100495
168,F84034,3,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,11.91,112,ST.STEPHENS HEALTH CENTRE,11.19448,Sukkarto SR 1000mg tablets,56,51.5321726,-0.03100495
112,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Jul,7.94,74.66667,ISLAND HEALTH,7.45059,Sukkarto SR 1000mg tablets,112,51.4953206,-0.0131985
60,F84039,1,Metformin hydrochloride/vildagliptin,06: Endocrine System,E1 8ZF,23-Jul,35.68,0,GOODMAN'S FIELD HEALTH CENTRE,33.43741,Vildagliptin 50mg / Metformin 1g tablets,60,51.5130236,-0.0687569
1932,F84039,138,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Jul,55.2,644,GOODMAN'S FIELD HEALTH CENTRE,67.22254,Metformin 500mg tablets,14,51.5130236,-0.0687569
1120,F84044,5,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,33.2,373.33333,HARLEY GROVE MEDICAL CTR.,31.16375,Metformin 500mg modified-release tablets,224,51.5285212,-0.0288617
250,F84025,1,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Jul,7.05,83.33333,GOUGH WALK PRACTICE,6.71684,Metformin 500mg tablets,250,51.51021763,-0.012408367
560,F84031,10,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Jul,39.7,373.33333,THE JUBILEE STREET PRACTICE LTD,37.31495,Sukkarto SR 1000mg tablets,56,51.5135999,-0.05055
168,F84718,3,Metformin hydrochloride,06: Endocrine System,E2 6JA,23-Jul,6.75,112,THE BLITHEHALE MED.CTR.,6.3606,Metformin 1g modified-release tablets,56,51.52377,-0.0651999
32,F84044,8,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,0.88,10.66667,HARLEY GROVE MEDICAL CTR.,1.72358,Metformin 500mg tablets,4,51.5285212,-0.0288617
240,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Jul,6.77,80,ISLAND HEALTH,6.45453,Metformin 500mg tablets,240,51.4953206,-0.0131985
56,F84747,2,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Jul,3.98,37.33333,THE BARKANTINE PRACTICE,3.95326,Sukkarto SR 1000mg tablets,28,51.50071373,-0.025713573
1344,F84012,6,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Jul,39.84,448,ALBION HEALTH CENTRE,37.3965,Metformin 500mg modified-release tablets,224,51.51994993,-0.057492667
126,F84118,18,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Jul,3.78,42,WELLINGTON WAY HEALTH CENTRE,5.5643,Metformin 500mg modified-release tablets,7,51.52589465,-0.02501745
896,F84055,8,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Jul,25.28,298.66667,THE GROVE ROAD SURGERY,23.7815,Metformin 500mg tablets,112,51.52979,-0.03887
118,F84698,1,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Jul,8.37,78.66667,ABERFELDY PRACTICE,7.95341,Sukkarto SR 1000mg tablets,118,51.51448982,-0.004900067
252,F84710,1,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Jul,7.11,84,ISLAND HEALTH,6.67305,Metformin 500mg tablets,252,51.4953206,-0.0131985
156,F84054,1,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Jul,4.4,52,THE LIMEHOUSE PRACTICE,4.23432,Metformin 500mg tablets,156,51.5112472,-0.0287506
392,F84012,56,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Jul,11.2,130.66667,ALBION HEALTH CENTRE,16.78656,Metformin 500mg tablets,7,51.51994993,-0.057492667
1134,F84039,54,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Jul,25.38,642.6,GOODMAN'S FIELD HEALTH CENTRE,29.84558,Metformin 850mg tablets,21,51.5130236,-0.0687569
252,F84083,1,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Jul,7.47,84,BETHNAL GREEN HEALTH CTR.,7.11029,Metformin 500mg modified-release tablets,252,51.5269199,-0.06426
112,F84016,8,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Jul,2.48,63.46667,THE MISSION PRACTICE,3.22246,Metformin 850mg tablets,14,51.53137,-0.05648
896,F84025,8,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Jul,36,597.33333,GOUGH WALK PRACTICE,33.82399,Metformin 1g modified-release tablets,112,51.51021763,-0.012408367
112,F84062,1,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Jul,7.94,74.66667,THE CHRISP STREET HTH CTR,7.45059,Sukkarto SR 1000mg tablets,112,51.5141762,-0.0143071
112,F84656,8,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Jul,7.92,74.66667,DOCKLANDS MEDICAL CENTRE,8.31865,Sukkarto SR 1000mg tablets,14,51.4911493,-0.0211539
8960,F84044,40,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,252.8,2986.66666,HARLEY GROVE MEDICAL CTR.,237.31895,Metformin 500mg tablets,224,51.5285212,-0.0288617
896,F84118,64,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Jul,25.6,298.66667,WELLINGTON WAY HEALTH CENTRE,31.17567,Metformin 500mg tablets,14,51.52589465,-0.02501745
56,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,2.48,18.66667,CITY SQUARE MEDICAL GROUP,2.33566,Sukkarto SR 500mg tablets,56,51.5139726,-0.0550705
750,F84087,1,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Jul,140.25,50,HARFORD HEALTH CENTRE,131.39855,Metformin 500mg/5ml oral solution sugar free,750,51.51835505,-0.03830635
3129,F84081,149,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Jul,70.03,1773.1,THE SPITALFIELDS PRACTICE,82.35168,Metformin 850mg tablets,21,51.5173976,-0.0696235
140,F84081,4,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Jul,3.96,46.66667,THE SPITALFIELDS PRACTICE,4.15933,Metformin 500mg tablets,35,51.5173976,-0.0696235
84,F84118,1,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Jul,2.49,28,WELLINGTON WAY HEALTH CENTRE,2.44503,Metformin 500mg modified-release tablets,84,51.52589465,-0.02501745
336,F84055,1,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Jul,9.96,112,THE GROVE ROAD SURGERY,9.34292,Metformin 500mg modified-release tablets,336,51.52979,-0.03887
56,F84698,4,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Jul,2.48,18.66667,ABERFELDY PRACTICE,2.77286,Sukkarto SR 500mg tablets,14,51.51448982,-0.004900067
2380,F84647,85,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Jul,67.15,793.33333,ROSERTON STREET SURGERY,63.9601,Metformin 500mg tablets,28,51.4983713,-0.01008765
504,F84656,3,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Jul,22.32,168,DOCKLANDS MEDICAL CENTRE,20.94657,Sukkarto SR 500mg tablets,168,51.4911493,-0.0211539
56,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,2.25,37.33333,CITY SQUARE MEDICAL GROUP,2.1202,Metformin 1g modified-release tablets,56,51.5139726,-0.0550705
448,F84081,2,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Jul,10,253.86667,THE SPITALFIELDS PRACTICE,9.3928,Metformin 850mg tablets,224,51.5173976,-0.0696235
280,F84034,2,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,7.9,93.33333,ST.STEPHENS HEALTH CENTRE,7.42552,Metformin 500mg tablets,140,51.5321726,-0.03100495
1568,F84710,14,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Jul,46.48,522.66667,ISLAND HEALTH,43.71605,Metformin 500mg modified-release tablets,112,51.4953206,-0.0131985
336,F84087,16,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Jul,7.52,190.4,HARFORD HEALTH CENTRE,8.84313,Metformin 850mg tablets,21,51.51835505,-0.03830635
56,F84081,1,Metformin hydrochloride,06: Endocrine System,E1 5PB,23-Jul,2.25,37.33333,THE SPITALFIELDS PRACTICE,2.1202,Metformin 1g modified-release tablets,56,51.5173976,-0.0696235
4368,F84039,26,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Jul,123.24,1456,GOODMAN'S FIELD HEALTH CENTRE,115.77359,Metformin 500mg tablets,168,51.5130236,-0.0687569
1848,F84083,22,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Jul,52.14,616,BETHNAL GREEN HEALTH CTR.,49.11753,Metformin 500mg tablets,84,51.5269199,-0.06426
112,Y03023,8,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Jul,3.36,37.33333,ST ANDREWS HEALTH CENTRE,4.04685,Metformin 500mg modified-release tablets,14,51.5238708,-0.014907
252,F84118,12,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Jul,7.08,84,WELLINGTON WAY HEALTH CENTRE,7.98134,Metformin 500mg tablets,21,51.52589465,-0.02501745
252,F84696,1,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Jul,7.47,84,TREDEGAR PRACTICE,7.11029,Metformin 500mg modified-release tablets,252,51.53114,-0.03161
224,F84710,4,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Jul,6.64,74.66667,ISLAND HEALTH,6.26995,Metformin 500mg modified-release tablets,56,51.4953206,-0.0131985
868,F84054,62,Metformin hydrochloride,06: Endocrine System,E14 8HQ,23-Jul,24.8,289.33333,THE LIMEHOUSE PRACTICE,30.20143,Metformin 500mg tablets,14,51.5112472,-0.0287506
56,F84114,4,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,2.24,37.33333,CITY SQUARE MEDICAL GROUP,2.54803,Metformin 1g modified-release tablets,14,51.5139726,-0.0550705
9408,F84051,42,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Jul,265.44,3136,STROUTS PLACE MEDICAL CENTRE,249.1849,Metformin 500mg tablets,224,51.52948,-0.0741499
448,F84034,8,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,18,298.66667,ST.STEPHENS HEALTH CENTRE,16.96159,Metformin 1g modified-release tablets,56,51.5321726,-0.03100495
112,F84055,2,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Jul,3.22,37.33333,THE GROVE ROAD SURGERY,3.14494,Metformin 500mg tablets,56,51.52979,-0.03887
248,F84698,2,Metformin hydrochloride,06: Endocrine System,E14 0PU,23-Jul,7,82.66667,ABERFELDY PRACTICE,6.7824,Metformin 500mg tablets,124,51.51448982,-0.004900067
84,F84656,1,Metformin hydrochloride,06: Endocrine System,E14 9WU,23-Jul,2.49,28,DOCKLANDS MEDICAL CENTRE,2.44503,Metformin 500mg modified-release tablets,84,51.4911493,-0.0211539
98,F84031,7,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Jul,2.94,32.66667,THE JUBILEE STREET PRACTICE LTD,3.54099,Metformin 500mg modified-release tablets,14,51.5135999,-0.05055
1568,F84114,28,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,44.24,522.66667,CITY SQUARE MEDICAL GROUP,41.79122,Metformin 500mg tablets,56,51.5139726,-0.0550705
100,F84122,1,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Jul,2.82,33.33333,XX PLACE HEALTH CENTRE,2.75418,Metformin 500mg tablets,100,51.52468015,-0.04266905
1008,F84039,2,Metformin hydrochloride,06: Endocrine System,E1 8ZF,23-Jul,28.44,336,GOODMAN'S FIELD HEALTH CENTRE,26.66738,Metformin 500mg tablets,504,51.5130236,-0.0687569
504,F84123,3,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Jul,14.94,168,SUTTONS WHARF HEALTH CENTRE,14.03299,Metformin 500mg modified-release tablets,168,51.5291892,-0.0417677
336,F84044,3,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,13.5,224,HARLEY GROVE MEDICAL CTR.,12.684,Metformin 1g modified-release tablets,112,51.5285212,-0.0288617
336,F84034,24,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,10.08,112,ST.STEPHENS HEALTH CENTRE,12.14054,Metformin 500mg modified-release tablets,14,51.5321726,-0.03100495
98,F84025,7,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Jul,2.94,32.66667,GOUGH WALK PRACTICE,3.54099,Metformin 500mg modified-release tablets,14,51.51021763,-0.012408367
252,F84647,1,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Jul,5.63,142.8,ROSERTON STREET SURGERY,5.38658,Metformin 850mg tablets,252,51.4983713,-0.01008765
336,F84731,2,Metformin hydrochloride,06: Endocrine System,E1W 1UA,23-Jul,9.48,112,ST. KATHERINE'S DOCK PRACTICE,8.90566,Metformin 500mg tablets,168,51.5071804,-0.0682198
212,F84031,1,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Jul,5.98,70.66667,THE JUBILEE STREET PRACTICE LTD,5.71446,Metformin 500mg tablets,212,51.5135999,-0.05055
84,F84718,1,Metformin hydrochloride/sitagliptin,06: Endocrine System,E2 6JA,23-Jul,49.89,42,THE BLITHEHALE MED.CTR.,46.84933,Metformin 1g / Sitagliptin 50mg tablets,84,51.52377,-0.0651999
168,F84083,6,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Jul,7.44,56,BETHNAL GREEN HEALTH CTR.,7.64419,Sukkarto SR 500mg tablets,28,51.5269199,-0.06426
672,F84647,6,Metformin hydrochloride,06: Endocrine System,E14 3PG,23-Jul,27,448,ROSERTON STREET SURGERY,25.36799,Metformin 1g modified-release tablets,112,51.4983713,-0.01008765
1015,F84031,29,Metformin hydrochloride,06: Endocrine System,E1 0LS,23-Jul,28.71,338.33333,THE JUBILEE STREET PRACTICE LTD,30.15512,Metformin 500mg tablets,35,51.5135999,-0.05055
5264,F84123,47,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Jul,148.52,1754.66666,SUTTONS WHARF HEALTH CENTRE,139.71628,Metformin 500mg tablets,112,51.5291892,-0.0417677
56,F84034,8,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,1.68,18.66667,ST.STEPHENS HEALTH CENTRE,2.47302,Metformin 500mg modified-release tablets,7,51.5321726,-0.03100495
1008,F84710,36,Metformin hydrochloride,06: Endocrine System,E14 3BQ,23-Jul,29.88,336,ISLAND HEALTH,32.03797,Metformin 500mg modified-release tablets,28,51.4953206,-0.0131985
336,F84062,2,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Jul,14.88,112,THE CHRISP STREET HTH CTR,13.96438,Sukkarto SR 500mg tablets,168,51.5141762,-0.0143071
784,F84062,28,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Jul,23.24,261.33333,THE CHRISP STREET HTH CTR,24.91842,Metformin 500mg modified-release tablets,28,51.5141762,-0.0143071
84,F84079,1,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Jul,2.49,28,THE WAPPING GROUP PRACTICE,2.44503,Metformin 500mg modified-release tablets,84,51.50533401,-0.058222367
672,F84016,4,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Jul,18.96,224,THE MISSION PRACTICE,17.81132,Metformin 500mg tablets,168,51.53137,-0.05648
448,F84696,4,Metformin hydrochloride,06: Endocrine System,E3 5JD,23-Jul,13.28,149.33333,TREDEGAR PRACTICE,12.4903,Metformin 500mg modified-release tablets,112,51.53114,-0.03161
2016,F84062,6,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Jul,56.88,672,THE CHRISP STREET HTH CTR,53.35956,Metformin 500mg tablets,336,51.5141762,-0.0143071
728,F84079,26,Metformin hydrochloride,06: Endocrine System,E1W 2RL,23-Jul,21.58,242.66667,THE WAPPING GROUP PRACTICE,23.13854,Metformin 500mg modified-release tablets,28,51.50533401,-0.058222367
224,F84012,2,Metformin hydrochloride,06: Endocrine System,E1 1BU,23-Jul,5,126.93333,ALBION HEALTH CENTRE,4.7088,Metformin 850mg tablets,112,51.51994993,-0.057492667
2408,F84122,43,Metformin hydrochloride,06: Endocrine System,E1 4DG,23-Jul,67.94,802.66667,XX PLACE HEALTH CENTRE,64.17937,Metformin 500mg tablets,56,51.52468015,-0.04266905
84,F84087,4,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Jul,2.48,28,HARFORD HEALTH CENTRE,2.77286,Metformin 500mg modified-release tablets,21,51.51835505,-0.03830635
112,F84016,8,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Jul,4.48,74.66667,THE MISSION PRACTICE,5.09606,Metformin 1g modified-release tablets,14,51.53137,-0.05648
1008,Y03023,3,Metformin hydrochloride,06: Endocrine System,E3 3FF,23-Jul,44.64,336,ST ANDREWS HEALTH CENTRE,41.85594,Sukkarto SR 500mg tablets,336,51.5238708,-0.014907
504,F84747,2,Metformin hydrochloride,06: Endocrine System,E14 8JH,23-Jul,14.22,168,THE BARKANTINE PRACTICE,13.34609,Metformin 500mg tablets,252,51.50071373,-0.025713573
84,F84114,4,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,1.88,47.6,CITY SQUARE MEDICAL GROUP,2.21078,Metformin 850mg tablets,21,51.5139726,-0.0550705
224,F84016,2,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Jul,9,149.33333,THE MISSION PRACTICE,8.456,Metformin 1g modified-release tablets,112,51.53137,-0.05648
84,F84016,1,Metformin hydrochloride,06: Endocrine System,E2 9LS,23-Jul,1.88,47.6,THE MISSION PRACTICE,1.87358,Metformin 850mg tablets,84,51.53137,-0.05648
224,F84044,2,Metformin hydrochloride,06: Endocrine System,E3 2AT,23-Jul,9.92,74.66667,HARLEY GROVE MEDICAL CTR.,9.31785,Sukkarto SR 500mg tablets,112,51.5285212,-0.0288617
560,F84030,20,Metformin hydrochloride,06: Endocrine System,E3 2LR,23-Jul,16.6,186.66667,RUSTON STREET CLINIC,17.79887,Metformin 500mg modified-release tablets,28,51.5363018,-0.027021075
448,F84118,1,Metformin hydrochloride,06: Endocrine System,E3 4NE,23-Jul,12.64,149.33333,WELLINGTON WAY HEALTH CENTRE,11.85355,Metformin 500mg tablets,448,51.52589465,-0.02501745
1092,F84034,13,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,30.81,364,ST.STEPHENS HEALTH CENTRE,29.024,Metformin 500mg tablets,84,51.5321726,-0.03100495
336,F84034,2,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,9.96,112,ST.STEPHENS HEALTH CENTRE,9.35532,Metformin 500mg modified-release tablets,168,51.5321726,-0.03100495
168,F84034,1,Metformin hydrochloride,06: Endocrine System,E3 5ED,23-Jul,6.75,112,ST.STEPHENS HEALTH CENTRE,6.3358,Metformin 1g modified-release tablets,168,51.5321726,-0.03100495
240,F84055,1,Metformin hydrochloride,06: Endocrine System,E3 5TW,23-Jul,6.77,80,THE GROVE ROAD SURGERY,6.45453,Metformin 500mg tablets,240,51.52979,-0.03887
3136,F84025,14,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Jul,92.96,1045.33333,GOUGH WALK PRACTICE,87.2585,Metformin 500mg modified-release tablets,224,51.51021763,-0.012408367
56,F84025,1,Metformin hydrochloride,06: Endocrine System,E14 0EY,23-Jul,4,18.66667,GOUGH WALK PRACTICE,3.7596,Glucophage SR 500mg tablets,56,51.51021763,-0.012408367
2240,F84062,40,Metformin hydrochloride,06: Endocrine System,E14 6PG,23-Jul,63.2,746.66667,THE CHRISP STREET HTH CTR,59.70174,Metformin 500mg tablets,56,51.5141762,-0.0143071
504,F84083,2,Metformin hydrochloride,06: Endocrine System,E2 6LL,23-Jul,14.22,168,BETHNAL GREEN HEALTH CTR.,13.34609,Metformin 500mg tablets,252,51.5269199,-0.06426
980,F84114,35,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,43.4,326.66667,CITY SQUARE MEDICAL GROUP,44.5911,Sukkarto SR 500mg tablets,28,51.5139726,-0.0550705
28,F84114,1,Metformin hydrochloride,06: Endocrine System,E1 2QA,23-Jul,1.13,18.66667,CITY SQUARE MEDICAL GROUP,1.17098,Metformin 1g modified-release tablets,28,51.5139726,-0.0550705
224,F84087,1,Metformin hydrochloride,06: Endocrine System,E1 4FG,23-Jul,9.92,74.66667,HARFORD HEALTH CENTRE,9.30545,Sukkarto SR 500mg tablets,224,51.51835505,-0.03830635
1008,F84123,6,Metformin hydrochloride,06: Endocrine System,E2 0FA,23-Jul,28.44,336,SUTTONS WHARF HEALTH CENTRE,26.71698,Metformin 500mg tablets,168,51.5291892,-0.0417677
84,F84051,1,Metformin hydrochloride,06: Endocrine System,E2 7QU,23-Jul,2.49,28,STROUTS PLACE MEDICAL CENTRE,2.44503,Metformin 500mg modified-release tablets,84,51.52948,-0.0741499
